travelCode;userCode;name;place;days;price;total;date
12250;119;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/05/13
12266;119;Hotel AU;Recife (PE);2;312.83;625.66;2021/09/02
12268;119;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/09/16
12274;119;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/10/28
12275;119;Hotel BD;Natal (RN);4;242.88;971.52;2021/11/04
12280;119;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/12/09
12287;119;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/01/27
12289;119;Hotel K;Salvador (BH);1;263.41;263.41;2022/02/10
12290;119;Hotel K;Salvador (BH);3;263.41;790.23;2022/02/17
12295;119;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2022/03/24
12296;119;Hotel BD;Natal (RN);3;242.88;728.64;2022/03/31
12298;119;Hotel Z;Aracaju (SE);1;208.04;208.04;2022/04/14
12300;119;Hotel AU;Recife (PE);2;312.83;625.66;2022/04/28
12302;119;Hotel AU;Recife (PE);2;312.83;625.66;2022/05/12
12305;119;Hotel K;Salvador (BH);3;263.41;790.23;2022/06/02
12306;119;Hotel K;Salvador (BH);1;263.41;263.41;2022/06/09
12308;119;Hotel BD;Natal (RN);2;242.88;485.76;2022/06/23
12309;119;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2022/06/30
12312;119;Hotel BD;Natal (RN);1;242.88;242.88;2022/07/21
12313;119;Hotel BP;Brasilia (DF);3;247.62;742.86;2022/07/28
12317;119;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/08/25
12323;119;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/10/06
12326;119;Hotel BD;Natal (RN);3;242.88;728.64;2022/10/27
12328;119;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/11/10
12335;119;Hotel AU;Recife (PE);4;312.83;1251.32;2022/12/29
12337;119;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2023/01/12
12348;119;Hotel K;Salvador (BH);4;263.41;1053.64;2023/03/30
12351;120;Hotel BP;Brasilia (DF);3;247.62;742.86;2019/10/03
12353;120;Hotel BW;Campo Grande (MS);2;60.39;120.78;2019/10/17
12355;120;Hotel K;Salvador (BH);4;263.41;1053.64;2019/10/31
12360;120;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/12/05
12366;120;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/01/16
12369;120;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/02/06
12372;120;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/02/27
12373;120;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/03/05
12374;120;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/03/12
12377;120;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/04/02
12378;120;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/04/09
12383;120;Hotel AU;Recife (PE);3;312.83;938.49;2020/05/14
12389;120;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/06/25
12392;120;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/07/16
12393;120;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/07/23
12397;120;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/08/20
12403;120;Hotel K;Salvador (BH);3;263.41;790.23;2020/10/01
12405;120;Hotel AU;Recife (PE);4;312.83;1251.32;2020/10/15
12406;120;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/10/22
12416;120;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/12/31
12417;120;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2021/01/07
12418;120;Hotel BD;Natal (RN);2;242.88;485.76;2021/01/14
12419;120;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/01/21
12420;120;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/01/28
12423;120;Hotel BD;Natal (RN);4;242.88;971.52;2021/02/18
12427;120;Hotel BD;Natal (RN);2;242.88;485.76;2021/03/18
12434;120;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/05/06
12435;120;Hotel A;Florianopolis (SC);4;313.02;1252.08;2021/05/13
12436;120;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/05/20
12445;120;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/07/22
12446;120;Hotel AU;Recife (PE);2;312.83;625.66;2021/07/29
12449;120;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/08/19
12450;120;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/08/26
12451;120;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/09/02
12454;120;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/09/23
12456;120;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/10/07
12458;120;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/10/21
12459;120;Hotel BD;Natal (RN);2;242.88;485.76;2021/10/28
12465;120;Hotel BD;Natal (RN);4;242.88;971.52;2021/12/09
12467;120;Hotel AU;Recife (PE);4;312.83;1251.32;2021/12/23
12475;120;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/02/17
12476;120;Hotel BD;Natal (RN);3;242.88;728.64;2022/02/24
12477;120;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/03/03
12483;120;Hotel A;Florianopolis (SC);1;313.02;313.02;2022/04/14
12487;120;Hotel K;Salvador (BH);4;263.41;1053.64;2022/05/12
12488;120;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/05/19
12490;120;Hotel AU;Recife (PE);4;312.83;1251.32;2022/06/02
12493;120;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/06/23
12494;120;Hotel A;Florianopolis (SC);3;313.02;939.06;2022/06/30
12495;120;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/07/07
12496;120;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/07/14
12500;120;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/08/11
12501;120;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2022/08/18
12506;120;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/09/22
12513;121;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/10/10
12522;121;Hotel AU;Recife (PE);4;312.83;1251.32;2019/12/12
12529;121;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/01/30
12530;121;Hotel BD;Natal (RN);1;242.88;242.88;2020/02/06
12531;121;Hotel K;Salvador (BH);3;263.41;790.23;2020/02/13
12536;121;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/03/19
12537;121;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/03/26
12540;121;Hotel BD;Natal (RN);2;242.88;485.76;2020/04/16
12541;121;Hotel BD;Natal (RN);4;242.88;971.52;2020/04/23
12542;121;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/04/30
12548;121;Hotel AU;Recife (PE);2;312.83;625.66;2020/06/11
12549;121;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/06/18
12554;121;Hotel AU;Recife (PE);4;312.83;1251.32;2020/07/23
12558;121;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/08/20
12560;121;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/09/03
12563;122;Hotel AU;Recife (PE);3;312.83;938.49;2019/09/26
12564;122;Hotel AU;Recife (PE);3;312.83;938.49;2019/10/03
12568;122;Hotel K;Salvador (BH);4;263.41;1053.64;2019/10/31
12572;122;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2019/11/28
12573;122;Hotel K;Salvador (BH);2;263.41;526.82;2019/12/05
12575;122;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/12/19
12577;122;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/01/02
12583;122;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/02/13
12588;122;Hotel BD;Natal (RN);1;242.88;242.88;2020/03/19
12593;122;Hotel AU;Recife (PE);4;312.83;1251.32;2020/04/23
12596;122;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/05/14
12605;122;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/07/16
12607;122;Hotel BD;Natal (RN);4;242.88;971.52;2020/07/30
12608;122;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/08/06
12609;122;Hotel BD;Natal (RN);1;242.88;242.88;2020/08/13
12610;122;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/08/20
12611;122;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/08/27
12612;122;Hotel K;Salvador (BH);1;263.41;263.41;2020/09/03
12618;122;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/10/15
12619;122;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/10/22
12621;122;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/11/05
12627;123;Hotel K;Salvador (BH);4;263.41;1053.64;2019/09/26
12631;123;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/10/24
12634;123;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/11/14
12635;123;Hotel A;Florianopolis (SC);1;313.02;313.02;2019/11/21
12637;123;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/12/05
12638;123;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/12/12
12639;123;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/12/19
12642;123;Hotel AU;Recife (PE);1;312.83;312.83;2020/01/09
12644;123;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/01/23
12646;123;Hotel K;Salvador (BH);3;263.41;790.23;2020/02/06
12650;124;Hotel A;Florianopolis (SC);3;313.02;939.06;2019/10/10
12654;124;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/11/07
12660;124;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/12/19
12665;124;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/01/23
12666;124;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/01/30
12670;124;Hotel K;Salvador (BH);4;263.41;1053.64;2020/02/27
12672;124;Hotel AU;Recife (PE);3;312.83;938.49;2020/03/12
12677;124;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/04/16
12683;124;Hotel K;Salvador (BH);4;263.41;1053.64;2020/05/28
12684;124;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/06/04
12694;124;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/08/13
12698;124;Hotel K;Salvador (BH);3;263.41;790.23;2020/09/10
12700;124;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/09/24
12701;124;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/10/01
12703;124;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/10/15
12705;124;Hotel BD;Natal (RN);3;242.88;728.64;2020/10/29
12713;124;Hotel BD;Natal (RN);3;242.88;728.64;2020/12/24
12718;124;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/01/28
12728;124;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/04/08
12730;124;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/04/22
12734;124;Hotel K;Salvador (BH);2;263.41;526.82;2021/05/20
12735;124;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/05/27
12737;125;Hotel BD;Natal (RN);4;242.88;971.52;2019/10/03
12743;125;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/11/14
12746;125;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/12/05
12750;125;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/01/02
12754;125;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/01/30
12756;125;Hotel BD;Natal (RN);3;242.88;728.64;2020/02/13
12758;125;Hotel BD;Natal (RN);1;242.88;242.88;2020/02/27
12764;125;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/04/09
12777;125;Hotel K;Salvador (BH);2;263.41;526.82;2020/07/09
12784;125;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/08/27
12787;126;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/10/10
12793;126;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2019/11/21
12795;126;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/12/05
12797;126;Hotel BD;Natal (RN);4;242.88;971.52;2019/12/19
12799;126;Hotel K;Salvador (BH);3;263.41;790.23;2020/01/02
12800;126;Hotel BD;Natal (RN);4;242.88;971.52;2020/01/09
12801;126;Hotel AU;Recife (PE);3;312.83;938.49;2020/01/16
12803;126;Hotel BD;Natal (RN);3;242.88;728.64;2020/01/30
12806;126;Hotel AU;Recife (PE);3;312.83;938.49;2020/02/20
12810;126;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/03/19
12812;126;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/02
12816;126;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/04/30
12820;126;Hotel BD;Natal (RN);3;242.88;728.64;2020/05/28
12826;126;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/07/09
12827;126;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/07/16
12833;126;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/08/27
12835;126;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/09/10
12836;126;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/09/17
12840;126;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/10/15
12844;126;Hotel AU;Recife (PE);4;312.83;1251.32;2020/11/12
12845;126;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/11/19
12849;126;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/12/17
12853;126;Hotel BD;Natal (RN);2;242.88;485.76;2021/01/14
12854;126;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/01/21
12859;126;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/02/25
12860;126;Hotel K;Salvador (BH);4;263.41;1053.64;2021/03/04
12862;126;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/03/18
12864;126;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/04/01
12867;126;Hotel AU;Recife (PE);4;312.83;1251.32;2021/04/22
12871;126;Hotel K;Salvador (BH);2;263.41;526.82;2021/05/20
12872;126;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/05/27
12874;126;Hotel AU;Recife (PE);2;312.83;625.66;2021/06/10
12878;126;Hotel BD;Natal (RN);4;242.88;971.52;2021/07/08
12882;126;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/08/05
12883;126;Hotel K;Salvador (BH);4;263.41;1053.64;2021/08/12
12884;126;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/08/19
12886;126;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/09/02
12890;126;Hotel BD;Natal (RN);1;242.88;242.88;2021/09/30
12900;126;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/12/09
12902;126;Hotel AU;Recife (PE);2;312.83;625.66;2021/12/23
12903;126;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/12/30
12904;126;Hotel BD;Natal (RN);4;242.88;971.52;2022/01/06
12910;126;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/02/17
12914;126;Hotel AU;Recife (PE);2;312.83;625.66;2022/03/17
12917;126;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/04/07
12923;126;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/05/19
12926;126;Hotel BD;Natal (RN);2;242.88;485.76;2022/06/09
12928;126;Hotel BD;Natal (RN);4;242.88;971.52;2022/06/23
12929;126;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/06/30
12931;126;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/07/14
12935;126;Hotel K;Salvador (BH);4;263.41;1053.64;2022/08/11
12936;126;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/08/18
12937;126;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/08/25
12938;126;Hotel A;Florianopolis (SC);1;313.02;313.02;2022/09/01
12943;126;Hotel AU;Recife (PE);2;312.83;625.66;2022/10/06
12944;126;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/10/13
12945;126;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/10/20
12951;126;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/12/01
12952;126;Hotel K;Salvador (BH);2;263.41;526.82;2022/12/08
12955;126;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/12/29
12961;126;Hotel K;Salvador (BH);1;263.41;263.41;2023/02/09
12963;126;Hotel K;Salvador (BH);2;263.41;526.82;2023/02/23
12964;126;Hotel Z;Aracaju (SE);1;208.04;208.04;2023/03/02
12965;126;Hotel AU;Recife (PE);4;312.83;1251.32;2023/03/09
12968;127;Hotel K;Salvador (BH);2;263.41;526.82;2019/10/10
12975;127;Hotel K;Salvador (BH);1;263.41;263.41;2019/11/28
12979;127;Hotel K;Salvador (BH);1;263.41;263.41;2019/12/26
12981;127;Hotel AU;Recife (PE);4;312.83;1251.32;2020/01/09
12983;127;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/01/23
12989;127;Hotel BD;Natal (RN);2;242.88;485.76;2020/03/05
12995;127;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/04/16
12998;127;Hotel AU;Recife (PE);4;312.83;1251.32;2020/05/07
12999;127;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/05/14
13002;127;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/06/04
13005;127;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/06/25
13006;127;Hotel K;Salvador (BH);3;263.41;790.23;2020/07/02
13007;127;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/07/09
13009;127;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/07/23
13010;127;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/07/30
13011;127;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/08/06
13013;127;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/08/20
13019;127;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/10/01
13020;127;Hotel AU;Recife (PE);2;312.83;625.66;2020/10/08
13023;127;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/10/29
13024;127;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/11/05
13025;127;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/11/12
13026;127;Hotel AU;Recife (PE);1;312.83;312.83;2020/11/19
13036;127;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/01/28
13044;127;Hotel BD;Natal (RN);2;242.88;485.76;2021/03/25
13045;127;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/04/01
13050;127;Hotel BD;Natal (RN);2;242.88;485.76;2021/05/06
13054;127;Hotel BP;Brasilia (DF);3;247.62;742.86;2021/06/03
13056;127;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/06/17
13057;127;Hotel AU;Recife (PE);3;312.83;938.49;2021/06/24
13058;127;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/07/01
13060;127;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/07/15
13062;127;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/07/29
13065;127;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/08/19
13072;127;Hotel K;Salvador (BH);2;263.41;526.82;2021/10/07
13075;127;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/10/28
13077;127;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/11/11
13088;129;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/09/26
13094;129;Hotel BD;Natal (RN);4;242.88;971.52;2019/11/07
13096;129;Hotel AU;Recife (PE);2;312.83;625.66;2019/11/21
13105;129;Hotel K;Salvador (BH);3;263.41;790.23;2020/01/23
13106;129;Hotel K;Salvador (BH);4;263.41;1053.64;2020/01/30
13108;129;Hotel K;Salvador (BH);2;263.41;526.82;2020/02/13
13111;129;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/03/05
13113;129;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/03/19
13120;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/07
13122;129;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/05/21
13132;129;Hotel AU;Recife (PE);4;312.83;1251.32;2020/07/30
13134;129;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/08/13
13135;129;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/08/20
13144;129;Hotel K;Salvador (BH);3;263.41;790.23;2020/10/22
13145;129;Hotel K;Salvador (BH);3;263.41;790.23;2020/10/29
13147;129;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/11/12
13149;129;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/11/26
13154;129;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/12/31
13159;129;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/02/04
13160;129;Hotel BD;Natal (RN);1;242.88;242.88;2021/02/11
13165;129;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/03/18
13166;129;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/03/25
13168;129;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/04/08
13170;129;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/04/22
13176;129;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/06/03
13191;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/09/16
13194;129;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/10/07
13197;129;Hotel K;Salvador (BH);3;263.41;790.23;2021/10/28
13203;129;Hotel K;Salvador (BH);4;263.41;1053.64;2021/12/09
13204;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/12/16
13208;129;Hotel BD;Natal (RN);4;242.88;971.52;2022/01/13
13212;129;Hotel AU;Recife (PE);2;312.83;625.66;2022/02/10
13214;129;Hotel Z;Aracaju (SE);2;208.04;416.08;2022/02/24
13217;129;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/03/17
13219;129;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/03/31
13220;129;Hotel K;Salvador (BH);4;263.41;1053.64;2022/04/07
13221;129;Hotel BD;Natal (RN);2;242.88;485.76;2022/04/14
13222;129;Hotel K;Salvador (BH);1;263.41;263.41;2022/04/21
13226;129;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/05/19
13230;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/06/16
13231;129;Hotel K;Salvador (BH);4;263.41;1053.64;2022/06/23
13235;129;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/07/21
13237;129;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/08/04
13238;129;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/08/11
13254;129;Hotel BD;Natal (RN);4;242.88;971.52;2022/12/01
13256;129;Hotel BP;Brasilia (DF);3;247.62;742.86;2022/12/15
13257;129;Hotel AU;Recife (PE);2;312.83;625.66;2022/12/22
13258;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/12/29
13261;129;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2023/01/19
13265;129;Hotel K;Salvador (BH);3;263.41;790.23;2023/02/16
13268;129;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2023/03/09
13269;129;Hotel BW;Campo Grande (MS);2;60.39;120.78;2023/03/16
13270;129;Hotel BW;Campo Grande (MS);1;60.39;60.39;2023/03/23
13272;130;Hotel BP;Brasilia (DF);1;247.62;247.62;2019/10/03
13274;130;Hotel K;Salvador (BH);4;263.41;1053.64;2019/10/17
13285;131;Hotel K;Salvador (BH);4;263.41;1053.64;2019/11/21
13286;131;Hotel BD;Natal (RN);3;242.88;728.64;2019/11/28
13289;131;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/12/19
13292;131;Hotel BD;Natal (RN);3;242.88;728.64;2020/01/09
13293;131;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/01/16
13298;131;Hotel BD;Natal (RN);3;242.88;728.64;2020/02/20
13301;131;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/03/12
13302;131;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/03/19
13303;131;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/03/26
13304;131;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/04/02
13307;131;Hotel BD;Natal (RN);2;242.88;485.76;2020/04/23
13308;131;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/30
13313;131;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/06/04
13314;131;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/06/11
13315;131;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/06/18
13319;131;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/07/16
13322;131;Hotel AU;Recife (PE);2;312.83;625.66;2020/08/06
13323;131;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/08/13
13324;131;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/08/20
13327;131;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/09/10
13330;131;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/10/01
13341;131;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/12/17
13345;131;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/01/14
13350;131;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/02/18
13359;131;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/04/22
13360;131;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/04/29
13365;131;Hotel K;Salvador (BH);4;263.41;1053.64;2021/06/03
13366;131;Hotel AU;Recife (PE);1;312.83;312.83;2021/06/10
13378;131;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/09/02
13379;132;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/09/26
13381;132;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/10/10
13383;132;Hotel BP;Brasilia (DF);3;247.62;742.86;2019/10/24
13385;132;Hotel BD;Natal (RN);1;242.88;242.88;2019/11/07
13392;132;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/12/26
13394;132;Hotel AU;Recife (PE);4;312.83;1251.32;2020/01/09
13396;132;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/01/23
13397;132;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/01/30
13400;132;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/02/20
13402;132;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/03/05
13406;132;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/04/02
13408;132;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/16
13411;132;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/05/07
13417;132;Hotel K;Salvador (BH);4;263.41;1053.64;2020/06/18
13418;132;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/06/25
13423;132;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/07/30
13424;132;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/08/06
13434;132;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/10/15
13435;132;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/10/22
